ID,sectors,regions,ESG_class,ESG_score,final_rating_env,final_normalized_score_env,final_rating_social,final_normalized_score_social,final_rating_governance,final_normalized_score_governance,MORE_score_2022,MORE_score_2021,MORE_score_2020,total_assets_2022,total_assets_2021,total_assets_2020,current_assets_2022,current_assets_2021,current_assets_2020,shareholders_funds_2022,shareholders_funds_2021,shareholders_funds_2020,current _liabilities_2022,current _liabilities_2021,current _liabilities_2020,turnover_2022,turnover_2021,turnover_2020,EBIT_2022,EBIT_2021,EBIT_2020,net_income_2022,net_income_2021,net_income_2020,EBITDA_2022,EBITDA_2021,EBITDA_2020
72,"Travel, Personal & Leisure",Puglia,S3,0.721428571,S1,0.928571429,S6,0.214285714,S2,0.785714286,0,B,CCC,n.a.,59174.774,55290.118,n.a.,40031.238,34925.529,n.a.,14760.577,14519.166,n.a.,24203.763,22933.895,n.a.,62744.113,62744.113,n.a.,566.885,-1377.761,n.a.,76.635,-1269.37,n.a.,2085.985,n.a.
73,Business Services,Puglia,S4,0.557142857,S1,0.928571429,S5,0.357142857,S5,0.357142857,BBB,BBB,BB,12285.769,10705.666,8415.143,12136.966,10546.147,8290.102,1066.732,1101.221,349.576,7134.075,6458.151,5687.415,32544.226,32548.405,32548.405,1356.094,1932.053,538.32,940.887,975.381,223.735,1394.688,1972.712,574.922
74,Business Services,Puglia,S4,0.614285714,S1,0.928571429,S3,0.642857143,S5,0.357142857,0,B,B,n.a.,8422.358,6549.474,n.a.,5872.112,4596.444,n.a.,651.802,500.94,n.a.,5053.279,3333.676,n.a.,10518.344,10518.344,n.a.,311.957,236.134,n.a.,150.861,21.079,n.a.,439.234,366.891
75,Business Services,Puglia,S2,0.767857143,S1,0.928571429,,,S3,0.642857143,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
76,"Transport, Freight & Storage",Puglia,S4,0.628571429,S1,0.928571429,S7,0.071428571,S3,0.642857143,0,BB,BB,n.a.,94141.364,90258.952,n.a.,50107.396,47520.343,n.a.,38047.983,35358.464,n.a.,48882.471,46904.64,n.a.,72901.612,72901.612,n.a.,4143.158,3122.422,n.a.,2497.115,1916.821,n.a.,8243.467,5817.734
77,"Transport, Freight & Storage",Puglia,S3,0.742857143,S1,0.928571429,S3,0.642857143,S3,0.642857143,BBB,A,BBB,92227.742,88599.676,60152.361,65517.912,65244.711,42548.487,36537.593,37629.335,15463.902,49745.293,43182.59,38077.238,152163.479,131087.606,131087.606,6946.578,8976.842,5004.352,4935.284,6638.906,3698.934,9909.309,11339.823,6948.862
78,"Transport, Freight & Storage",Puglia,S3,0.720779221,S1,0.928571429,S5,0.357142857,,,0,B,B,n.a.,55903.899,47490.744,n.a.,45824.015,39223.408,n.a.,1246.269,1228.19,n.a.,50901.783,43477.893,n.a.,113322.2,113322.2,n.a.,462.885,252.643,n.a.,18.08,12.758,n.a.,921.741,1317.497
79,"Transport, Freight & Storage",Puglia,S3,0.714285714,S1,0.928571429,S4,0.5,S3,0.642857143,AA,BBB,BBB,113220.591,113695.104,109352.259,69038.334,66647.146,59938.35,58606.946,49992.859,42762.626,45645.423,51585.346,50227.004,108352.836,99591.322,99591.322,11520.556,8999.81,7540.209,8614.09,7230.233,5742.696,16373.424,13892.904,11783.616
80,"Transport, Freight & Storage",Puglia,S3,0.65,S1,0.928571429,S4,0.5,S4,0.5,0,A,BBB,n.a.,31486.256,26393.321,n.a.,28689.64,25020.902,n.a.,10190.721,6428.525,n.a.,17140.385,16389.934,n.a.,55001.49,55001.49,n.a.,4861.951,3317.82,n.a.,3762.192,2863.403,n.a.,5229.27,3576.258
81,Wholesale,Puglia,S3,0.671428571,S2,0.785714286,S6,0.214285714,S2,0.785714286,BB,BBB,BB,370060,331968,271165,154093,177252,133746,77729,73320,57441,176849,155946,144982,775614,720990,720990,15446,27489,21947,11869,21951,15500,38684,45831,43704
82,Retail,Puglia,S3,0.681818182,S2,0.785714286,S4,0.5,,,BB,BBB,BB,104176.812,71385.764,54345.715,56463.551,46331.174,30694.639,11366.25,10980.601,6759.574,67396.245,52240.36,38813.584,254883.062,250000.132,250000.132,6583.107,8870.242,4369.596,3310.787,5271.029,3317.344,10032.947,12308.155,7451.637
83,Wholesale,Puglia,S5,0.464285714,S1,0.928571429,S6,0.214285714,S6,0.214285714,CCC,0,BB,39563.91,n.a.,34277.419,21248.794,n.a.,19755.202,7768.584,n.a.,7636.942,21706.304,n.a.,16259.324,81869.004,n.a.,n.a.,-385.646,n.a.,749.576,-848.774,n.a.,175.862,578.567,n.a.,1802.462
84,Wholesale,Puglia,S2,0.785714286,S2,0.785714286,S2,0.785714286,S2,0.785714286,BB,BB,BB,4986.973,4538.997,5494.468,4826.534,4468.646,5335.627,2148.33,2139.75,2075.018,1762.402,1278.691,2323.778,2703.791,2494.372,2494.372,30.679,55.301,72.586,8.58,64.732,57.16,34.433,129.243,93.543
85,Retail,Puglia,S3,0.685714286,S1,0.928571429,S5,0.357142857,S3,0.642857143,AA,AA,AA,379395.054,347717.652,315547.325,181615.766,174302.52,153031.596,240322.85,201586.571,165507.193,136049.165,140210.01,136690.375,897333.905,794794.552,794794.552,64673.352,54040.378,46522.652,47436.279,43979.378,34261.569,78970.298,68959.425,63508.565
86,Computer Software,Puglia,S3,0.685714286,S1,0.928571429,S5,0.357142857,S3,0.642857143,0,BB,BBB,n.a.,61990.795,36982.936,n.a.,40177.543,28220.612,n.a.,13530.503,8091.172,n.a.,25622.09,14725.331,n.a.,42353.468,42353.468,n.a.,6219.136,4658.568,n.a.,3580.796,3133.846,n.a.,10416.713,5803.761
87,Computer Software,Puglia,S2,0.824675325,S1,0.928571429,S3,0.642857143,,,0,BB,BB,n.a.,47514.314,45879.433,n.a.,24220.737,25823.349,n.a.,16535.938,15977.759,n.a.,16072.675,15651.621,n.a.,32101.397,32101.397,n.a.,787.522,1015.949,n.a.,553.388,686.806,n.a.,2919.432,2787.178
88,Waste Management & Treatment,Puglia,S3,0.742857143,S1,0.928571429,S3,0.642857143,S3,0.642857143,0,BBB,BBB,n.a.,50630.657,44344.861,n.a.,20386.986,18379.786,n.a.,21837.811,17871.678,n.a.,12311.304,11758.749,n.a.,19351.078,19351.078,n.a.,5737.995,4409.162,n.a.,3939.158,3062.615,n.a.,8605.397,7133.454
89,Waste Management & Treatment,Puglia,S3,0.707142857,S1,0.928571429,S2,0.785714286,S4,0.5,BB,BB,BB,21875.132,24864.642,17883.117,9334.19,13823.898,12710.007,6656.927,6297.701,5349.706,8052.035,10420.066,6425.691,7625.514,10946.041,10946.041,417.329,1578.299,1908.287,215.25,947.993,1512.781,1144.143,1962.775,2279.401
90,Computer Software,Puglia,S3,0.714285714,S1,0.928571429,S4,0.5,S3,0.642857143,0,BB,BB,n.a.,15416.841,13822.477,n.a.,9990.078,9176.757,n.a.,4238.182,3628.538,n.a.,3223.575,3028.672,n.a.,8082.844,8082.844,n.a.,818.284,763.463,n.a.,609.647,536.07,n.a.,1770.066,1622.901
91,Computer Software,Puglia,S3,0.707142857,S1,0.928571429,S2,0.785714286,S4,0.5,0,B,B,n.a.,19653.006,19552.271,n.a.,6249.631,6087.239,n.a.,3975.17,3964.499,n.a.,11376.782,11828.039,n.a.,6894.044,6894.044,n.a.,297.634,150.115,n.a.,10.669,-151.999,n.a.,663.166,1166.982
92,Business Services,Puglia,S4,0.628571429,S1,0.928571429,S7,0.071428571,S3,0.642857143,0,BB,BB,n.a.,79983.494,101079.659,n.a.,75253.407,96001.579,n.a.,24227.636,21343.416,n.a.,45436.99,65719.027,n.a.,288940.463,288940.463,n.a.,4535.231,2313.387,n.a.,2793.569,1223.489,n.a.,5853.204,3511.84
93,Business Services,Puglia,S2,0.871428571,S1,0.928571429,S3,0.642857143,S1,0.928571429,0,A,BBB,n.a.,64195.824,59113.132,n.a.,46355.879,42695.954,n.a.,31247.784,31083.807,n.a.,21166.239,18939.482,n.a.,53622.954,53622.954,n.a.,7348.049,4470.335,n.a.,5363.97,3566.947,n.a.,10641.463,8668.847
94,Business Services,Puglia,S2,0.8,S1,0.928571429,S1,0.928571429,S3,0.642857143,0,BBB,0,n.a.,7470.23,n.a.,n.a.,4037.739,n.a.,n.a.,7435.023,n.a.,n.a.,34.242,n.a.,n.a.,33.103,33.103,n.a.,2.66,n.a.,n.a.,2.197,n.a.,n.a.,8.477,n.a.
95,"Agriculture, Horticulture & Livestock",Lazio,S5,0.371428571,S6,0.214285714,S5,0.357142857,S4,0.5,0,B,B,n.a.,8696.237,9621.736,n.a.,6784.22,7731.944,n.a.,379.112,304.147,n.a.,6060.175,6576.402,n.a.,14078.187,14078.187,n.a.,340.834,340.006,n.a.,74.963,64.082,n.a.,531.018,483.702
96,"Agriculture, Horticulture & Livestock",Lazio,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,BBB,A,15040.518,8790.942,7492.67,12680.118,6214.583,5557.236,3435.173,3050.521,2176.652,6011.942,4978.392,4903.863,9668.297,7849.536,7849.536,612.64,901.628,1919.387,384.652,873.868,1894.461,964.043,1156.224,2075.677
97,"Agriculture, Horticulture & Livestock",Lazio,S4,0.557142857,S3,0.642857143,S6,0.214285714,S3,0.642857143,AA,AA,A,9058.635,7302.02,1862.333,3268.791,2306.358,797.9,6121.41,5722.069,1452.075,1168.363,499.788,410.258,6524.181,3240.638,3240.638,1866.282,525.554,96.652,1416.067,370.202,91.068,n.a.,569.667,n.a.
98,"Agriculture, Horticulture & Livestock",Lazio,S4,0.5625,S3,0.642857143,,,S4,0.5,0,AAA,AA,n.a.,1265.482,870.126,n.a.,961.41,543.826,n.a.,1221.524,834.712,n.a.,25.024,21.283,n.a.,5124.345,5124.345,n.a.,540.686,501.752,n.a.,386.813,359.746,n.a.,612.815,581.241
99,"Chemicals, Petroleum, Rubber & Plastic",Lazio,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,AA,AA,AA,622118.07,513375.291,366016.542,310709.681,242140.057,149657.406,381050.73,320906.26,254106.409,92054.305,89548.094,72084.27,301978.112,251724.444,251724.444,104820.45,111483.918,69881.035,79894.881,82652.217,55486.171,126083.495,127125.771,81117.935
100,Food & Tobacco Manufacturing,Lazio,S2,0.785714286,S2,0.785714286,S2,0.785714286,S2,0.785714286,A,BBB,BBB,158044.763,171227.173,152765.722,76575.947,67529.573,49202.819,70260.076,66966.711,58767.653,66988.796,77150.701,67711.157,242986.847,223259.38,223259.38,6380.921,13482.587,8844.372,16293.364,12167.679,8510.101,15999.382,22918.318,17836.076
101,Metals & Metal Products,Lazio,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,AA,AA,AA,76972.967,40789.13,44468.888,75178.64,38346.821,40885.181,31078.292,17324.077,21674.038,41645.061,13607.663,14973.749,77263.714,37751.141,37751.141,28727.155,9652.547,9423.738,21100.661,7346.444,7583.762,29892.796,11325.133,10745.739
102,Food & Tobacco Manufacturing,Lazio,S2,0.814285714,S2,0.785714286,S1,0.928571429,S2,0.785714286,BBB,BBB,BBB,104905.445,102758.669,101322.243,36339.226,31736.228,31244.554,62582.288,60311.43,58177.028,21651.843,18690.307,17069.697,67530.778,52780.404,52780.404,4365.326,3333.028,4891.854,2244.387,2134.402,3936.095,11154.001,9245.191,10086.085
103,"Chemicals, Petroleum, Rubber & Plastic",Lazio,S3,0.681818182,S2,0.785714286,S4,0.5,,,B,B,B,131991.181,101463.766,87679.432,49225.765,37441.901,33411.921,24606.207,22801.505,21154.709,78709.688,60357.154,54178.886,75861.824,66475.107,66475.107,2682.266,3451.406,2641.389,807.643,1462.908,988.776,5853.359,6858.583,5724.494
104,Metals & Metal Products,Lazio,S3,0.721428571,S1,0.928571429,S6,0.214285714,S2,0.785714286,BBB,BBB,BBB,101565,78214,64231,44731,32511,28150,36921,29032,21427,35927,27791,19163,51348,37001,37001,10821,9312,4893,7505,7844,3392,16337,14299,8624
105,Textiles & Clothing Manufacturing,Lazio,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,B,B,BB,38046.909,38954.359,46352.951,24044.219,24647.118,31670.258,2830.246,4181.845,5485.254,28174.747,33868.936,30164.377,48615.262,45994.561,45994.561,2474.156,2726.544,3385.029,1967.059,1827.027,2210.82,3254.951,3538.115,n.a.
106,"Chemicals, Petroleum, Rubber & Plastic",Lazio,S4,0.571428571,S2,0.785714286,S5,0.357142857,S4,0.5,0,A,BBB,n.a.,51184.082,42014.954,n.a.,23846.442,15847.498,n.a.,25804.48,22427.765,n.a.,15872.308,9480.552,n.a.,42906.498,42906.498,n.a.,5646.901,4089.731,n.a.,3876.712,2857.032,n.a.,8218.326,5756.457
107,"Industrial, Electric & Electronic Machinery",Lazio,S3,0.721428571,S2,0.785714286,S2,0.785714286,S3,0.642857143,CCC,CCC,CCC,51141.394,26319.701,36162.004,46876.75,21907.892,33965.849,7443.03,8097.324,6722.204,42939.347,17248.651,28453.313,47462.133,17886.188,17886.188,-608.863,-2585.893,-800.267,-654.294,-3624.884,-1141.345,1333.184,-1682.228,-243.689
108,"Industrial, Electric & Electronic Machinery",Lazio,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,BBB,BBB,BB,35786.392,29325.476,25597.472,32973.31,26517.974,22641.492,14525.757,11582.518,10159.323,17564.99,12718.334,10804.112,34920.909,29938.826,29938.826,3985.502,2183.628,398.721,2943.235,1423.197,947.586,4569.069,2745.019,847.683
109,"Industrial, Electric & Electronic Machinery",Lazio,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,BB,BBB,BB,46781.844,49119.01,48041.063,41829.828,44012.674,42510.002,22980.499,22897.759,22632.829,19010.778,18164.648,16892.524,27397.53,28231.405,28231.405,343.25,1573.5,755.075,76.4,1459.159,105.16,783.634,2273.062,1158.456
110,"Industrial, Electric & Electronic Machinery",Lazio,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BB,BB,BB,27454.137,21787.518,25698.197,26528.241,21418.959,25325.217,9602.594,9297.02,8915.426,14518.979,7997.209,10006.314,23413.031,26261.58,26261.58,664.276,797.638,1109.808,305.574,439.739,694.138,786.448,856.241,1248.599
111,"Industrial, Electric & Electronic Machinery",Lazio,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,B,BB,BB,32223.915,22358.405,23562.739,20374.251,11280.47,15040.482,5399.957,5075.602,4498.375,18108.705,9501.071,10364.022,22217.534,22713.835,22713.835,1396.673,1092.762,794.406,524.955,569.69,394.805,2769.338,1917.981,1353.778
112,Communications,Lazio,S4,0.607142857,S2,0.785714286,S6,0.214285714,S3,0.642857143,BBB,BBB,A,23750.218,20394.697,20370.374,20575.27,16840.181,16554.868,12921.099,12843.497,11860.354,7638.23,4399.997,4552.318,17629.571,14717.098,14717.098,1605.183,1364.881,1714.637,926.732,983.143,1217.956,2070.068,1962.922,1910.292
113,Transport Manufacturing,Lazio,S4,0.607142857,S2,0.785714286,S6,0.214285714,S3,0.642857143,0,B,B,n.a.,36581.42,33070.491,n.a.,21152.686,18856.099,n.a.,8225.688,7182.236,n.a.,17619.548,13785.906,n.a.,17126.485,17126.485,n.a.,1538.19,244.862,n.a.,1037.881,43.898,n.a.,2419.636,941.936
114,"Chemicals, Petroleum, Rubber & Plastic",Lazio,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,AAA,AAA,AAA,10344.894,11702.406,11015.554,6696.625,8830.098,8437.889,5393.421,6993.702,5635.159,2319.137,2455.8,3459.7,13035.203,12889.73,12889.73,4456.335,4282.143,4149.157,3331.721,3668.542,2889.912,4621.215,4500.999,4385.278
115,Food & Tobacco Manufacturing,Lazio,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,AAA,AAA,AAA,9993.13,9037.256,8451.309,7720.127,6711.232,6133.24,6745.978,5758.164,4747.961,2463.646,2453.953,2395.361,12659.312,10902.929,10902.929,2736.535,2540.344,2676.538,1837.814,1739.592,1875.623,2851.911,2639.883,2768.857
116,"Chemicals, Petroleum, Rubber & Plastic",Lazio,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BB,B,BB,18624.058,17432.871,16946.568,8358.014,6781.785,6442.194,8372.781,8345.67,8287.66,8524.747,6841.442,6171.187,10469.435,9230.505,9230.505,315.453,-119.844,589.622,27.11,58.01,361.429,980.819,377.794,1130.794
117,"Industrial, Electric & Electronic Machinery",Lazio,S4,0.62987013,S2,0.785714286,S5,0.357142857,,,B,B,B,13028.353,11041.18,11296.184,9212.715,7232.259,8094.818,1817.124,1776.198,1668.758,3811.762,4816.117,5271.656,11347.823,10326.082,10326.082,349.112,400.806,347.68,40.922,107.442,94.564,834.863,866.189,743.865
118,Transport Manufacturing,Lazio,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,BB,BB,13551.421,15748.298,18119.338,7218.02,10463.304,11956.406,4660.908,4316.989,3663.632,3007.35,5784.187,7959.963,7331.816,9487.753,9487.753,656.955,829.336,615.757,426.06,653.356,82.241,1295.31,1695.31,1555.305
119,"Industrial, Electric & Electronic Machinery",Lazio,S2,0.764285714,S2,0.785714286,S5,0.357142857,S1,0.928571429,0,C,CC,n.a.,24683.193,32297.182,n.a.,9584.499,12294.992,n.a.,-3167.734,5169.425,n.a.,13437.117,10432.689,n.a.,8808.518,8808.518,n.a.,-4903.945,-965.436,n.a.,-8712.138,-9624.374,n.a.,-384.404,-951.03
120,Communications,Lazio,S2,0.771428571,S1,0.928571429,S2,0.785714286,S3,0.642857143,0,BBB,BBB,n.a.,9452.128,7756.662,n.a.,7003.02,4298.765,n.a.,2831.281,1768.349,n.a.,2602.562,2361.787,n.a.,8739.658,8739.658,n.a.,1464.649,1329.058,n.a.,990.853,885.738,n.a.,1634.472,1497.471
121,Miscellaneous Manufacturing,Lazio,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,B,CCC,BB,14875.97,15244.992,13734.691,9913.198,10309.305,8757.636,4055.146,3893.161,4328.579,6508.115,7249.146,4658.93,8590.26,7960.401,7960.401,358.803,-362.259,338.225,161.984,-435.416,132.297,n.a.,n.a.,479.389
122,"Industrial, Electric & Electronic Machinery",Lazio,S2,0.785714286,S2,0.785714286,,,,,0,BB,BB,n.a.,17469.588,15870.602,n.a.,13282.7,11890.672,n.a.,4186.861,3875.355,n.a.,7762.138,7652.203,n.a.,7448.137,7448.137,n.a.,967.509,1472.382,n.a.,414.567,1013.09,n.a.,1564.343,2076.394
123,Computer Hardware,Lazio,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,CC,CCC,BBB,4438.918,7972.338,6630.803,2265.795,6444.112,5606.026,955.44,1909.143,2037.523,1293.547,3547.896,2470.388,2909.499,6778.93,6778.93,-984.475,20.716,953.613,-953.702,-128.38,577.21,-846.547,99.98,1081.885
124,Business Services,Lazio,S2,0.785714286,S2,0.785714286,,,,,B,B,B,6759.883,6276.379,5090.966,3903.414,3923.516,3260.829,396.525,388.026,368.057,4378.363,4389.981,3356.999,5989.247,5036.892,5036.892,146.429,108.395,80.704,8.497,19.972,13.9,702.525,556.906,298.423
125,"Industrial, Electric & Electronic Machinery",Lazio,S5,0.4,S6,0.214285714,S4,0.5,S4,0.5,AA,A,A,4638.224,4645.112,4194.12,2949.495,3042.577,2546.18,2477.824,1968.894,1471.075,1148.619,2202.458,1960.09,4329.011,4367.241,4367.241,1075.495,1075.304,880.663,750.797,737.819,616.606,1229.644,1239.456,1018.593
126,Mining & Extraction,Lazio,S2,0.814285714,S2,0.785714286,S1,0.928571429,S2,0.785714286,A,BBB,CCC,1848092.794,1524621.386,1461654.113,903673.005,502971.144,342310.18,700158.22,877046.683,374274.473,700618.692,216807.511,887334.664,1233478.342,678700.112,678700.112,358827.592,89429.424,-88398.139,95482.766,52772.21,-83051.091,507510.421,260900.239,92313.355
127,Wholesale,Lazio,S5,0.335714286,S6,0.214285714,S4,0.5,S5,0.357142857,BB,BB,B,125479.697,102010.247,73700.158,108944.199,85287.521,62580.831,19110.418,18502.986,17514.777,95658.791,70712.744,44290.059,527982.589,397593.739,397593.739,4491.597,3535.09,2541.821,1467.433,1371.225,608.518,4874.457,4001.589,2666.821
128,Wholesale,Lazio,S4,0.521428571,S3,0.642857143,S5,0.357142857,S4,0.5,BB,BB,BBB,16528.045,17642.569,13216.381,12855.938,14262.65,11429.089,3303.496,2672.68,2702.106,7186.823,10900.884,9453.157,97360.117,119226.318,119226.318,1239.126,1185.941,1286.031,630.817,670.571,823.931,1364.555,1298.436,1334.137
129,"Transport, Freight & Storage",Lazio,S5,0.335714286,S3,0.642857143,S7,0.071428571,S6,0.214285714,BB,BB,BBB,6061.03,1879.456,1093.051,4973.766,824.052,278.626,671.665,400.258,335.506,4033.185,1031.278,721.698,55186.187,10412.519,10412.519,405.354,107.406,89.338,245.507,64.753,61.864,488.996,n.a.,119.747
130,Retail,Lazio,S4,0.607142857,S3,0.642857143,S2,0.785714286,S4,0.5,BB,BB,BB,8836.13,5255.435,5027.568,6768.769,3127.019,2970.205,1278.061,923.826,827.839,4870.759,1885.191,2253.125,9769.414,5247.663,5247.663,439.396,124.973,199.268,354.235,95.986,165.346,832.436,316.251,507.452
131,Retail,Lazio,S3,0.7,S3,0.642857143,S1,0.928571429,S3,0.642857143,BBB,A,BBB,1881.734,818.979,358.248,1086.231,585.388,330.257,536.759,307.918,127.333,789.796,261.76,116.228,6728.258,5415.534,5415.534,365.527,269.769,26.1,228.841,191.873,20.396,651.569,290,33.146
132,Utilities,Lazio,S2,0.837662338,S2,0.785714286,S1,0.928571429,,,0,0,B,n.a.,n.a.,93746.011,n.a.,n.a.,73071.49,n.a.,n.a.,12610.081,n.a.,n.a.,54165.155,n.a.,n.a.,n.a.,n.a.,n.a.,1272.302,n.a.,n.a.,-783.572,n.a.,n.a.,6434.671
133,Utilities,Lazio,S3,0.685714286,S2,0.785714286,S1,0.928571429,S4,0.5,0,CC,BB,n.a.,453047,785611,n.a.,406230,572462,n.a.,-173621,55252,n.a.,389069,591938,n.a.,1204798,1204798,n.a.,-187787,50853,n.a.,-232560,37004,n.a.,34716,116936
134,Utilities,Lazio,S2,0.785714286,S2,0.785714286,S2,0.785714286,S2,0.785714286,BB,BB,BB,998906,895635,991436,934466,857613,950557,106445,87377,73654,805348,746999,851872,503698,444449,444449,22400,22081,29289,15162,14720,21321,25717,27278,32666
135,Utilities,Lazio,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,BB,BB,BB,393274.815,365902.036,336028.669,237620.238,217031.256,193050.227,110698.471,98976.972,89234.502,190990.332,165507.875,174147.021,146204.301,138159.297,138159.297,11315.143,15116.72,14860.621,7604.302,9320.212,7715.886,38224.399,39315.277,40223.168
136,Utilities,Lazio,S4,0.528571429,S2,0.785714286,S2,0.785714286,S6,0.214285714,BB,BB,BB,24112.626,24826.694,24741.066,13079.809,12833.466,23850.58,6842.63,6670.51,7526.189,8145.322,11867.785,11039.372,58060.594,56612.389,56612.389,664.763,484.855,1371.41,172.119,144.321,1118.98,1125.175,978.604,1547.94
137,Construction,Lazio,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,A,A,0,676582.563,618562.262,n.a.,567564.73,509994.907,n.a.,314385.022,268127.712,n.a.,299202.979,248080.866,n.a.,550402.825,493593.679,493593.679,73143.211,59787.775,n.a.,51424.33,42395.458,n.a.,99897.266,83831.035,n.a.
138,Construction,Lazio,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,0,AA,AA,n.a.,161512.522,109663.867,n.a.,148283.999,103398.632,n.a.,120630.837,78842.005,n.a.,40122.456,27672.803,n.a.,74899.431,74899.431,n.a.,26625.042,19886.589,n.a.,21788.835,15242.441,n.a.,27954.891,20315.226
139,Construction,Lazio,S3,0.681818182,S2,0.785714286,S4,0.5,,,CCC,CC,CCC,50589.377,45181.225,45773.782,33068.158,28499.456,29773.458,7583.287,8547.987,11120.778,29502.454,27139.932,27981.208,47346.118,52635.873,52635.873,-463.973,-3169.736,-1694.833,-1042.577,-2572.79,-1491.553,718.158,-1980.112,-742.116
140,Construction,Lazio,S5,0.45,S2,0.785714286,S7,0.071428571,S5,0.357142857,AA,AA,BBB,27568.978,16682.197,5508.484,26545.839,15658.562,4437.65,11224.43,5517.268,1488.121,13363.728,9919.687,3004.468,37963.454,31188.292,31188.292,8144.769,5751.801,369.08,5707.162,4029.148,241.692,8224,5822.841,382.266
141,Construction,Lazio,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,BB,CCC,CCC,33952.107,20383.246,10939.309,31461.275,17826.115,9297.475,9762.17,9691.66,5710.054,18869.282,7036.238,3362.363,38929.785,17076.722,17076.722,5443.006,-2867.075,-2090.811,70.508,-3547.605,-1926.901,6144.406,-2290.435,-2085.317
142,Construction,Lazio,S4,0.485714286,S5,0.357142857,S5,0.357142857,S3,0.642857143,BBB,BBB,BBB,35359.081,37441.065,37421.028,31450.832,34885.408,34102.845,14107.898,13323.765,12168.641,19371.949,22735.395,20409.535,16876.496,19694.796,19694.796,1471.603,2548.554,2025.098,1184.134,1655.123,1381.263,1861.09,2870.23,2122.771
143,"Transport, Freight & Storage",Lazio,S3,0.728571429,S2,0.785714286,S4,0.5,S2,0.785714286,0,BB,BB,n.a.,43837544,43693287,n.a.,4238467,3859511,n.a.,33931745,33662079,n.a.,6470352,6940599,n.a.,4088775,4088775,n.a.,272250,70958,n.a.,274649,38291,n.a.,452344,205758
144,Wholesale,Lazio,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,AAA,AAA,AA,1579637,1285112,985677,1270425,1061897,782665,1249542,933948,723318,272187,297876,211681,1200638,913237,913237,410496,279840,51250,307361,223099,26391,432672,300072,78297
145,"Travel, Personal & Leisure",Lazio,S3,0.642857143,S2,0.785714286,S7,0.071428571,S2,0.785714286,B,B,CCC,206200.576,113168.339,86825.607,115799.802,64332.063,38096.325,39900.009,28755.351,28526.285,136571.045,63348.456,56433.545,196039.463,93305.344,93305.344,3255.72,1358.935,-4321.943,1108.529,245.806,-3636.266,9270.328,4507.857,-744.969
146,Wholesale,Lazio,S5,0.45,S2,0.785714286,S7,0.071428571,S5,0.357142857,0,BBB,BBB,n.a.,8322.222,5231.556,n.a.,7347.389,4298.446,n.a.,1426.997,1192.751,n.a.,4882.124,3675.626,n.a.,122960.693,122960.693,n.a.,1708.072,910.384,n.a.,870.823,518.404,n.a.,1735.53,928.682
147,"Transport, Freight & Storage",Lazio,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,0,CCC,B,n.a.,98216.632,97526.456,n.a.,33639.653,39256.611,n.a.,25666.412,26773.465,n.a.,37241.362,34536.058,n.a.,53494.85,53494.85,n.a.,-31.374,318.136,n.a.,-1107.052,-825.71,n.a.,1707.522,2121.334
148,Business Services,Lazio,S1,0.928571429,S1,0.928571429,S1,0.928571429,,,BBB,BBB,BB,73839.869,72661.18,66626.96,72194.782,70997.703,64961.009,23972.597,21193.287,17643.246,47324.472,48418.744,47392.897,235236.599,204227.856,204227.856,6047.88,5968.28,4930.417,4789.314,4550.043,3969.48,6616.955,6574.395,5504.248
149,Business Services,Lazio,S4,0.616883117,S1,0.928571429,S7,0.071428571,,,BB,BBB,0,352201,135361.247,n.a.,86013,72583.542,n.a.,143761,57533.115,n.a.,55127,45643.494,n.a.,173376,168032.669,168032.669,19215,15582.431,n.a.,8820,6589.914,n.a.,34870,27853.328,n.a.
